SeqNo,text,hashtags,comments,likes
828,828,"“𝑇ℎ𝑒 𝑠ℎ𝑜𝑟𝑡𝑎𝑔𝑒 𝑜𝑓 𝑝𝑒𝑜𝑝𝑙𝑒 𝑤𝑖𝑡ℎ 𝑡𝑒𝑐ℎ𝑛𝑜𝑙𝑜𝑔𝑦-𝑟𝑒𝑙𝑎𝑡𝑒𝑑 𝑠𝑘𝑖𝑙𝑙𝑠 𝑐𝑟𝑒𝑎𝑡𝑒𝑠 𝑒𝑚𝑝𝑙𝑜𝑦𝑚𝑒𝑛𝑡 𝑎𝑛𝑑 𝑝𝑒𝑟𝑠𝑜𝑛𝑎𝑙 𝑑𝑒𝑣𝑒𝑙𝑜𝑝𝑚𝑒𝑛𝑡 𝑜𝑝𝑝𝑜𝑟𝑡𝑢𝑛𝑖𝑡𝑖𝑒𝑠 𝑓𝑜𝑟 𝑎𝑛𝑦𝑜𝑛𝑒 𝑤ℎ𝑜 𝑤𝑎𝑛𝑡𝑠 𝑡𝑜 𝑐ℎ𝑎𝑛𝑔𝑒 𝑡ℎ𝑒𝑖𝑟 𝑐𝑎𝑟𝑒𝑒𝑟 𝑝𝑎𝑡ℎ. 𝑁𝑜 𝑚𝑎𝑡𝑡𝑒𝑟 𝑤ℎ𝑎𝑡 𝑦𝑜𝑢𝑟 𝑏𝑎𝑐𝑘𝑔𝑟𝑜𝑢𝑛𝑑 𝑖𝑠, 𝑦𝑜𝑢 𝑐𝑎𝑛 𝑏𝑒 𝑜𝑛𝑒 𝑜𝑓 𝑡ℎ𝑒𝑚.”- Julie Foulon - CEO Girleek

Last week, on Thursday, September 25th, we've organized a LinkedIn Masterclass, orchestrated by our Digital Explorer: ☁️ Jeremy Ruiz ➳ Facebook Ads ☁️, to help participants to boost their online resume!

Last night, the adventure continued for them with an exclusive event: Girleek meets Proximus SpearIT ⌘

During the event, about 20 registrants had the opportunity to discover more about the company’s culture, their different job offers and even had a first job interview! A unique occasion to get a job in the field of technology!

But the adventure does not end here. Friday morning will be the second part of the event. This time, it will be not far from 30 registrants who will meet us and the SpearIT team!

Our best wishes to them!

#heforshe #womenempowerment #genderequality #genderequity #feministmen #actionnow #womenintech Ally

#motivation #coding #fullstack #web #programmer #html #css #softwaredeveloper #codinglife #creative #geek #nerd  #webdeveloper",heforshe,|👏,5
829,829,"Καλεσμένη ομιλήτρια στο πρώτο Power Trip του Marie Claire, η @mayzanni Πρόεδρος και co-founder της Women Act. Στο ίδιο πάνελ δύο ambassadors της οργάνωσης, οι κυρίες @akosmopoulou και @vivian_e με συντονίστρια τη @nefelilygerou , συζητούν πώς η σωστή δικτύωση μπορεί να οδηγήσει σε καλύτερη εκπροσώπηση στον δημόσιο βίο.
Η συζήτηση σύμφωνα με το πρόγραμμα ξεκινά στις 15:00 και για όσες ενδιαφέρεστε να το παρακολουθήσετε, θα βρείτε το link εδώ: https://www.marieclaire.gr/mc-the-power-trips/marie-claire-power-trip-ola-osa-symvenoun-sto-koryfeo-synedrio-gynekias-endynamosis/

#womenactgreece #mcpowertrip #marieclaire #womensmarch #heforshe #metoo #chimamandngozi #womenleaders #authenticleadership",heforshe,|❤️❤️|👏🏻👏🏻👏🏻|👏👏👏👏,68
830,830,"We’re the women - opens tomorrow night.
An exhibition showcasing artworks by 16 Australian artists to raise funds for @womens.girls.emergency.centre and the critical work they do.

_
WHEN: Thursday 3rd October, 6pm
WHERE: Woodburn Creatives, Redfern. @woodburncreatives 
Tickets are $17. Each artwork will be sold as a limited run of signed fine art prints, and can also be purchased now online wagecwomen.org with all profits generating funds for WAGEC’s services. 
_
#women #metoo #metoomovement #domesticviolence #homeless #homelessshelter #emergency #art #fundraising #event  #artist #artistic #artistoninstagram #artoftheday #artstudio #artsy #instaart #instart #BelieveWomen #BelieveSurvivors #WomensReality #timesup #imwithher #heforshe #yesallwomen #whyistayed #humanrights #equality #woman #feminism",heforshe,|🙌🏽🙌🏽 See you there!|✨👌,225
831,831,"[𝐄𝐦 𝐱 𝐍𝐨𝐚𝐡 𝐩𝐫𝐞𝐦𝐢𝐞𝐫𝐞🌊]
-
Emma at the European premiere of ""Noah"" in Berlin, March 13th 2014🌹
-
This outfit and look was absolutely gorgeous.
I mean... Look at her😍
Also her profile is beautiful omg😍 that jawline😍😍
-
THANK YOU FOR THE 5K OMG
Please let it stay like this😭
-
𝗣𝗮𝗿𝘁𝗻𝗲𝗿𝘀𝗶𝘁𝗲𝘀:
@watsonsreign
@_emma__watsons_
@emma_hermione_belle_granger
-
[𝚃𝚊𝚐𝚜]
#emmawatson #fanpage #feminist #heforshe #oursharedshelf #harrypotter #theperksofbeingawallflower #noah #theblingring #thisistheend #regression #colonia #beautyandthebeast #thecircle #littlewomen #watsoners",heforshe,|Can you help us reach 100 followers i will follow u back 😍|❤️❤️❤️😍|My bby girl🤧💕|@only.ems Emma!! deserve everything her change her is an amazing Love to me!!💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍💝💝💝💝💝💝💝💝💝💝💝🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹MY HEART!! AND EVERYTHING. MY HONEST AND SINCEROUS APOLOGIES TO MY QUEEN!!!!! EMMA!!💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝💝🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹💗💗💗💗💗💗💗💗💗💗💗,250
832,832,"نحن ندعم المساواة في النوع الاجتماعي لاننا بحاجة لكل صوت لسد الفجوة ما بين الأنواع المجتمعية للحد من العنف الاقتصادي والاجتماعي ✋

#HeForShe #ArabicHeForShe",heforshe,|#Art #Startup #Startups #Startupbusiness #Business #Entrepreneur #Entrepreneurship #love #cute #hot #morning #pic #picoftheday #like #like4like #like4follow|Good luck😍🙌|✨✨✨✨❤️|❤️❤️❤️🌏|❤️🙏❤️,46
833,833,"M I N D L E S S

#inktober
#inktober2019
#girl #expressions #feelings #lover #heforshe  #longdistancerelationship #waiting #excitment #chocolates #latenights #balloons #rain #mood #love #happylife #happysoul #lovestory #sketchandme #sketchbook #inkwork #inksketch #ink  #blackandwhiteart #doodlesketch #doodletime #pensketch #penart #day2
@inktober @inktoberworld2019 @artimately @creative_gaga @platformforartists @mrdoodle @mtv @jamesjirat @annaginsburg @chowsaiman @timothygoodman @googledoodle__",heforshe,|Beautiful style !,58
834,834,@thenicoledasilva speaking today to mark the 5th anniversary of the #HeForShe movement #unwomenaust. Visit  @unwomenaust to find details & make your commitment today. #nicoledasilva #wentworth #9doctordoctor,heforshe,|🙌🏿|😍😘😚,109
835,835,"I, alongside what is seemingly one in 5 women, have PCOS (Polycystic Ovary Syndrome). My bastard little ovaries are ganging up on me. It’s somewhat a pain in the arse, given that the advisory lifestyle changes include avoiding wine and potatoes (two of my most stable food groups), but a real relief that I finally have an answer to my questions. Earlier this year, I started noticing some changes. I was putting on weight for no apparent reason, I had severe bloating that nothing would shift, my skin was oily and I was breaking out constantly. I’ve always been quite a hairy person, but the level of thick dark hairs on my body started to creep up and then, finally, my periods decided they had better things to do than pay me regular visits. After multiple pregnancy panics I was finally referred for a scan. The next day, they confirmed my diagnosis... (read the remainder of this week’s Tuesday update using the link in the bio now!) 💋 #WomanOnTop #PCOS",heforshe,"|Totally get it hun! I’ve got PCOS and Endometriosis (and I’m type 2 diabetic 🤦🏼‍♀️) 😩 wine tends to flare things up for me and pineapples. My periods are still all over the place and horribly painful! If you wanna vent you know where I am lol x|#Female #FeminismTag #Inspo #Feminism #Feminist #Blog #Blogger #UkBlogger #SexBlogger #Follow #WomensRights #Empowerment #SexPositive #YesAllWomen #GirlBoss #GirlPower #HeForShe #IntersectionalFeminist #Confidence #Equality #BodyPositive #FeministKilljoy #WomenSupportingWomen #FeministAF #NastyWoman #InstaBlogger #Polycysticovarysyndrome|I have it too!! 😭♥️|I have it too my lovely Angle 📐and I LOVE potato in ALL forms! ❤️|I’ve had the pleasure of PCOS, endometriosis and now adenomyosis for 25 years. It’s not a life stopper but it is definitely a changer. Finally, finally I have had the approval (I make the criteria) for an oopherectomy to get the little bastards causing oestrogen warfare out of my body. I can’t remember life before my menstrual issues but I’m pretty positive the next phase is going to be a different kind of awesome ❤️💥|@ellie_mcgill oh babes!! Another polysister! Thank you gorgeous angle, it makes it so much better that so many of you are right there with me 😘📐",106
836,836,@cyntoiabrownofficial’s book will be released on Oct 15th. Check out her letter to her @moveon supporters ✊🏿✊🏾✊🏽✊🏼✊🏻,heforshe,"|.
.
.
.
.
#intersectionalfeminism #womensmarchpdx #portland #pdx #feministpdx #empower #feminist #feminism #whyimarchpdx #advocate #standup #speakout #believewomen #believesurvivors #womensreality #timesup #everydaysexism #blacklivesmatter #humanrights #womensrights #genderequality #beradical #changetheworld #girlpower #sisterhood #womenempowerment #femalepower #heforshe #notmypresident #cyntoiabrown|I am so happy for you💓😍|💕💕🌈|🙌🔥🙌🔥🙌❤️|Amen!!👏👏👏🙌🙌💛💛",133
837,837,"God morgon alla vackra själar 🙏🏻 Beger mig mot Stockholm och jobb i jämställdhetens tecken 🙌🏼 Kramar om dem som behöver och önskar er världens bästa dag 😘🌹
#loveandrespect #heforshe #roadtrip",heforshe,|God morgon ☕|Ha en fin dag♥️|God morgon 🤗🙌❤️kör försiktigt|❤️🧡💪,37
838,838,"Are you hooked with JTT products like Jamu Tun Teja, Ginseng Herbal Soap, Feminine Herbal Wash, Mekar and Sutera?

We welcome you to our super supportive and positive circle of ambassadors! Be part of the team, enjoy discounted prices for the products, get to know updates on sales and ongoings first hand!

Once registered, with only RM100 charged directly to your Mastercard/Visa, you’ll get an ID and can start straightaway making purchases to the website! @jamutunteja_hq @jamutuntejabrunei 
Whatsapp me if you’re considering 😘

Ttys,
Fadz xx 
8969990",heforshe,|#jamutuntejabrunei #notyouraveragejamubrand #energybooster #milkbooster #nakkurus #brunei #malaysia #singapore #bruneionlineseller #ratujamubrunei #jamumelayu #womenpreneur #empowerwomen #HeForShe #ethnobotany #organic #feminine  #bwn #bn #jamutuntejamalaysia #limbang #jamutuntejaborneo,8
839,839,"Are you hooked with JTT products like Jamu Tun Teja, Ginseng Herbal Soap, Feminine Herbal Wash, Mekar and Sutera?

We welcome you to our super supportive and positive circle of ambassadors! Be part of the team, enjoy discounted prices for the products, get to know updates on sales and ongoings first hand!

Once registered, with only RM100 charged directly to your Mastercard/Visa, you’ll get an ID and can start straightaway making purchases to the website! @jamutunteja_hq 
Whatsapp me if you’re considering 😘

Ttys,
Fadz xx 
8969990",heforshe,"|#jamutuntejabrunei #notyouraveragejamubrand #energybooster #milkbooster #nakkurus #brunei #malaysia #singapore #bruneionlineseller #ratujamubrunei #jamumelayu #womenpreneur #empowerwomen #HeForShe #ethnobotany #organic #feminine  #bwn #bn #jamutuntejamalaysia #limbang #jamutuntejaborneo|Assalamualaikum I’m a verified old money collector , Do you have Any*****(Old money or Duit Lama 🇲🇾-Tembaga🇲🇾-Coin🇲🇾-Stamps 🇲🇾-wang kertas 🇲🇾-Cincin🇲🇾-stones 🇲🇾-Antiques-Jewelries-Vape) if you have Singapore 🇸🇬 and Brunei 🇧🇳 and china 🇨🇳 and Thailand 🇹🇭 and Kuwait 🇰🇼 also for sale.....I Want To Buy, May Allah Blessing Be Upon you. If you have anything of this ☝🏻please tell me & let’s both do Business together 🙏
 If you have Chat me on WhatsApp +17027036572",9
840,840,"Are you hooked with JTT products like Jamu Tun Teja, Ginseng Herbal Soap, Feminine Herbal Wash, Mekar and Sutera?

We welcome you to our super supportive and positive circle of ambassadors! Be part of the team, enjoy discounted prices for the products, get to know updates on sales and ongoings first hand!

Once registered, with only RM100 charged directly to your Mastercard/Visa, you’ll get an ID and can start straightaway making purchases to the website! @jamutunteja_hq

Whatsapp me if you’re considering 😘

Ttys,
Fadz xx 
8969990",heforshe,|#jamutuntejabrunei #notyouraveragejamubrand #energybooster #milkbooster #nakkurus #brunei #malaysia #singapore #bruneionlineseller #ratujamubrunei #jamumelayu #womenpreneur #empowerwomen #HeForShe #ethnobotany #organic #feminine  #bwn #bn #jamutuntejamalaysia #limbang #jamutuntejaborneo,7
841,841,"#Repost @berraquera_femenina (@get_repost)
・・・
Nada justifica la violencia, las mujeres crecimos pensando que el ""amor"" debe resistir todo hasta golpes y humillaciones, pero en realidad eso no es amor, es dependencia emocional. .
.
.
.
.
.

#violenciadegenero #violencia #heforshe #feminismo #libertad #relacionestoxicas #dependenciaemocional #inteligenciaemocional #machismo #toleranciacerohaciaelmaltrato #yositecreo #niunamenos",heforshe,"|Así es y esto es un imaginario colectivo que se ha creado sobretodo en Latinoamérica y países donde las religiones son opresivas, por eso creo que una de las principales acciones que nosotras como mujeres podemos hacer es criar a nuestros hijos con principios, valores y amor, claramente también nosotras como mujeres entender que la violencia no es sinónimo de amor debemos amamarnos y creer que somos un universo de infinitas posibilidades. ❤️|Gracias por compartirnos tu opinion excelente concepto así es, la educación en casa es vital para erradicar y minimizar todos los tipos de violencia.... 👌👏❤️",26
