SeqNo,text,hashtags,comments,likes
525,"OPENED UP MY GALAXY THIS MORNING & METRO SENT THIS NEWS FEED TO MY PHONE, NOT ONLY IS OUR BLACK MEN UNDER A GENOCIDAL ATTACK FROM WHITE POLICE BUT OUR BLACK WOMEN ARE PURPOSELY LEFT TO DIE IN HOSPITALS AROUND THIS GREAT ""country"" #AMERIKKKA BUT OFCOURSE WHEN WHITEPPL SEE THINGS LIKE THIS ""fake news/they cant afford proper health care/its not racism their probably illegals"" ETC ETC ETC NO BODY HAS MORE EXCUSES TO DISMISS ALL FORMS OF ACTIONS & INFORMATION PROVING THE SICKNESS OF RACISM & ""white supremacy"" IN THE CORPORATION OOPS ""country"" THAN WHITE PPL THEY WILL JUSTIFY EVERYTHING IN EXISTENCE TO NOT ACKNOWLEDGE REALITY.#makeamericagreatagain #maga #isupporttrump #trump2020 #amerikkka #americanstyle #landofthefree #weareequal #thereisnorace #weareallone #americathebeautiful #bluelivesmatter #copsaretops #racismiswrong #weareallthesameinside",weareequal,|Yup. I’m participating in a workgroup regarding health inequities faced by black women and the research is astoundingly sad.,13
526,"“We must understand that we are all equal, and that the earth is created through a delicate balance, one in which all inhabitants serve a purpose far greater than their own personal good in order to continue to keep this beautiful balance.” -Marques Kingsby
#Eco #BeTheChange🙌🏾 #ILoveYou",weareequal,|#EcoOverEgo #HealTheWorld #HealThySelf #HealthyMind #HealthyBody #HealthyPlanet #Recylce #Mindfulness #Meditation #Consciousness #SaveTheBees #GrowOrganic #AnimalAgriculture #EcoFriendly #OurPlanet #WeAreEqual #ProtectNature #Connected #SpiritualAwakening #Peta #Vegan #AnimalFriendly #LoveAnimals #LoveAll #BeautifulSoul  #Namaste,32
527,"#BeKindForAll #RightsForAll 
#EndSpeciesism #WeAreEqual 
All Animals Are My Brothers & Sisters!
And This Rakhi I Pledge To Protect Animals!!
.....
Thank You, Bestie, @priya_purusharthi For This Picture.",weareequal,"|Anything for kukku😛❤️|Aww😍|Animals are our childs,friends, sisters,brothers etc.They are our everything 👌👌👌🙌",94
528,"No need to hate men 😡, end up at the convent😇 or become lesbian👭 to want the freedom, the happiness and the smile of all the women of the world.
🗽🥊🙏🌍
☆☆☆ Nul besoin de haïr les hommes😡, de finir au couvent😇 ou de devenir lesbienne👭 pour vouloir la liberté, le bonheur et le sourire de toutes les femmes du monde. 🗽🥊🙏🌍
#happiness #wearesurvivors #weareone #solidarity #noviolenceagainstwomen #love #weareequal #instagood #photooftheday #womeninmartialarts #womeninbusiness #moodoftheday #summer #goodvibes #womenempowerment #instablog",weareequal,|😍😘❤️|👍👊👏😘|👍👍👍👍👍|👌🙏😊|❤️❤️❤️|Nul besoin de haïr les femmes et de finir moine où alors de devenir homosexuel  liberta🚻✨✨✨✌️✌️✌️à toutes et à tous 🙏🙏🙏♥️♥️❤️🌏🌎🌍🗾|👌|😍 Mes copiiiiiiiiiines❤️🙌🌟🙌|Siii devenez toutes lesbiennes 😍😂,176
529,"#FeatureFriday
TNC x Soap Cycling x Refugee Union

We have packaged and delivered a total of 635 hygiene kits for @refugeeunionhk!

Thank you again @soap_cycling for an opportunity to gain some #WorkExperience while giving back to the community!

Did you know that we are constantly on the lookout to engage in enriching work experience opportunities to empower ourselves?

Contact us at info@nesbittcentre.org.hk if you would like to work with us.

Follow us on #WorkExperienceWednesday to learn just how able we are!

#Engage #Enrich #Empower #TheNesbittCentre #TNC #WorkAbilities",weareequal,|#Inclusion #SpecialEducationNeeds #SEN  #Autism #AutismAwareness #DownSyndrome #LearningDisabilities #DifferentlyAbled #SpecialNeeds #Acceptance #Awareness  #BeKind #DifferentNotLess #ActuallyAutistic #Neurodiversity #WeAreEqual #HongKong #HK|This is great! You have touched so many lives! More power to you 🙌🏼|Awesome work! 💪|This is such a meaningful collaboration! And what a high-spirited team!😆 Great job!,36
530,"Fuck trump 
#blacklivesmatter #blackbrother #blacksisters #blackgirlmagic #standup #mlk #obama #weareunited #weareequal #weareone #blackfathers #blackscholarsmatter #blackmothers #civilrights #blackfamily #dlhugely #blackcommunity #womenempowerment #impeachtrump #fucktrump #anybodyelse2020 #america #theorangeclown #history",weareequal,|Trump was the guy that assaulted him?|Just cause trump said to enforce patriotism doesn’t mean he was telling people to beat up children,1
531,"Members in the teamtage:
@wxlyn_ @eq.kreamz @eq.mikeyy @eq.steamzyy @eq.xrieys @exotictaco07 @eq.filthy @eq.nima 
Edited by: @wxlyn_

Ignore Tags

#rcchallenge #releasethehounds #fortniteclansrecruiting #eqrecruiting #fortnite #fortnitegirls #apex
#fazesway #tfue #fortnitebattleroyale #fortnitebattlepass #fortnitebr #fortnites #fortniteleaks #fortniteclips #fortniteaccounts #fortnitememesdaily  #fortnitemexico #fortnitemobile #fortnitevbucks
#releasethehounds #teambh #apexrc #tfue #faze #goated #weareequal #gfxteam #evadeus #evaderc",weareequal,|Click the link in my bio please and support me? I will do the same 💕|Dm me if you’re interested in joining our family 😊|yoooo check me out god damn y’all see my snipes|🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️👀👀👀👀🐐🐐🐐🐐🐐👀🐐👀🐐🐐👍🐐👍🔥🔥😂🙌|Dayumm straight 🔥🔥 I wonder who edited it 👀👀😂|It’s ok 😕|😂😂😂😂😂😂😂|🤩|🔥|🔥🔥🔥🔥|🔥🔥🔥🔥|😍😍|Naw doing bits ❤️🐐|🔥🔥🔥🔥🔥🔥🔥🔥🔥|🥜🥜🥜|@wxlyn_ 🖤 best editor|👀 You should grind for us|💕💕💕|🔥🐐|We Are Equal 🌪|Saved💙🔥🐐|We are equal #equal3k #equaltfup|How would one get noticed by you guys?|DM’s|🐐🐐🔥🔥|Check me out 👀|looks good|❤️❤️|This clan is ass bruh|Frfr u will get clap by our clan bruh|In clan wars its over|👀 Mind checkin out da recent n showin some love? 🔥😈|🔥🐐|🔥|Hope you guys are recruiting 🔥🔥👀👀|shits trash,245
532,"I mean how much clearer can you  get? Just remember this 😁❤️
.
❤️@chnge ❤️
.
.#feminism #female #feminist #futureisfemale #woman #womanchoice #endthebias #empoweringwomen #empoweringmen #equalrights #equality #equalityact #weareequal #fuckhomophobia #fuckstereotypes",weareequal,|You act like feminism and bullshit are two different things,37
533,"""Why is it that, as a culture, we are more comfortable seeing two men holding guns than holding hands?""-Author Ernest J. Gaines 💜🧡💚❤💛💙 📷@debicka.edyta
👩@sarakinga
💄@saralaskamua
👗@tono.sklep.pl 
_____
#rainbowflag #lgbtsupporter #pride #lgbt #queer #pridephotoshoot #rainbowphotoshoot #teczowasesja #tecza #gayrights #itsokaytobegay #tęczowaflaga #tęcza #równość #equality #weareequal #loveislove",weareequal,|👍,22
534,Happy independence day 🇮🇳🇮🇳🇮🇳 #wearehuman #iloveindia #werisebyliftingothers #weareequal @iamsohail,weareequal,|Ek number bhai 🔥🔥🔥🔥,51
535,"Posted @withrepost • @shewillsurvivedotcom #repost from @unwomen 
The simple fact of being an indigenous woman or girl means that she is at least 3 times more likely to experience violence. Let’s not allow silence to be compliance. 
This #IndigenousDay, join us in speaking up for indigenous women’s rights!

#WeAreIndigenous #rape #intersectionality #racewars #indigenouswomen #indigenouswomenrise #intersectionalfeminism #womensrights #marginalized #weareallhumans #weareequal #unwomen #shewillsurvive #survivingoursecretsbook",weareequal,|Thanks for reposting! 💜💜,10
536,This song hits different when you are in a relationship!!! - #firstwivesclub #youdontownme #patriarchysmashers #weareequal 👩🏾 👨🏾,weareequal,|One of my favorite movies,19
537,#impeachtrump #voteblue #republican #democratic #civilrights #aoc #anybodyelse2020 #america #theorangeclown #history #obama #weareunited #weareequal #weareone #blackfathers #blackscholarsmatter #blackmothers #civilrights #blackfamily #dlhugely #blackcommunity #womenempowerment #blackbrother,weareequal,|💯💯💯💯💯💯,7
538,"Restarted from 3k! Follow me for original content from a semi competitive player! 
#rcchallenge #releasethehounds #fortniteclansrecruiting #eqrecruiting #fortnite #fortnitegirls #apex
#fazesway #tfue #fortnitebattleroyale #fortnitebattlepass #fortnitebr #fortnites #fortniteleaks #fortniteclips #fortniteaccounts #fortnitememesdaily  #fortnitemexico #fortnitemobile #fortnitevbucks
#releasethehounds #teambh #apexrc #tfue #faze #goated #weareequal #gfxteam #evadeus #evaderc",weareequal,"|Your ACTUALLY Goated! 😱❤️ if you wouldn’t mind checking out my YouTube channel I’d greatly appreciate it. The channel is “NexG” if you Like and Sub then dm me a screenshot, I will shout you out 👏🏽🔥|@xetrayal follow for follow|🐐🔥|Goated|🐐|What do you think of me?|👀🔥|👀📝🧂|Bro I’m an editor/streamer & can make dope montages and edits of your clips, if you’re interested check out my account for examples 👀|Hottie ❤️😈|You da goat|🔥🔥🔥|🐐🐐🐐|🔥🐐💙|😍😍😍|goated|😘😘|🔥🔥🔥🔥🐐|🐐🐐🐐|What happened",41
539,"Just a casual look .
.
#longtallme #fashionnovacurve #tallgirls #novababe #psootd #weareequal #jeansandheels #mtf #ftm #transmen #pride  #gay #blacktranswomen #bisexual #transgender #lgbt #nonbinary #acefamily #bbw #workingmom #transwoman #longtallsally #lanestyle #lanebryant #biggirls #fatgirl",weareequal,"|Your page is exactly what we are looking for 😍 wow! May we send you some stuff? 💕 Rep us, meet the team and much more 😘|Lovely 😍 You look so pretty, we would love to collaborate with you 💋 Please Dm us we have some good opportunities for you ❤|Hey! I just checked out your feed :) Its lovely, I would love to see you in our stuff, please message us I have an offer for you. Looking forward to chatting - Lisa  from Ephemeral Fits|Great stuff keep up the good work 👌🏼👌🏼",32
540,#ilovemyindia🇮🇳🇮🇳❤️❤️ #proudtobeindian🇮🇳 #happyindependence  #weareequal 🇮🇳🇮🇳💕😘😘,weareequal,"|✓Mmd_24_7: 😘💖😘💖#BeSt_LiKaR😘💖😘💖
❥━━━❥-🇼🇴🇼❥━━━❥ 🇸🇺🇵🇪🇷
❤""""""""""#Aws0mE""""""""""❤ 🌷""""""""""""""#Nicee""""""""""""""""""🌷 💟""""""""""""""#Fabulse""""""""""""💟 💗#followｍe #followforfollowback ✓________________________________ ✓@mmd_sha__24_7
✓@mmd_sha__24_7
✓________________________________
✓Follow me on Instagram
✓
✓🆔 @mmd_sha__24_7
✓________________________________
✓________________________________________
✓◆━━◆♞🇬 🇦 🇷 🇴 🇩 🇦 ♞◆━━◆|✓Mmd_24_7: 😘💖😘💖#BeSt_LiKaR😘💖😘💖
❥━━━❥-🇼🇴🇼❥━━━❥ 🇸🇺🇵🇪🇷
❤""""""""""#Aws0mE""""""""""❤ 🌷""""""""""""""#Nicee""""""""""""""""""🌷 💟""""""""""""""#Fabulse""""""""""""💟 💗#followｍe #followforfollowback ✓________________________________ ✓@mmd_sha__24_7
✓@mmd_sha__24_7
✓________________________________
✓Follow me on Instagram
✓
✓🆔 @mmd_sha__24_7
✓________________________________
✓________________________________________
✓◆━━◆♞🇬 🇦 🇷 🇴 🇩 🇦 ♞◆━━◆",134
541,#ilovemyindia🇮🇳🇮🇳❤️❤️ #proudtobeindian🇮🇳 #happyindependence  #weareequal 🇮🇳🇮🇳💕😘😘,weareequal,|Nice look|👍👍👍👍👌👌👌,126
542,#ilovemyindia🇮🇳🇮🇳❤️❤️ #proudtobeindian🇮🇳 #happyindependence  #weareequal 🇮🇳🇮🇳💕😘😘,weareequal,"|#happyindipendenceday🇮🇳🇮🇳|👌👌👌👌👌|Nice video bro|Nice bhai|Good|😍😍😍😍|Good|Osm bhai|🔥🔥🔥|🤟🤟🤟|Ohhh|Nice bro|1 no|✓Mmd_24_7: 😘💖😘💖#BeSt_LiKaR😘💖😘💖
❥━━━❥-🇼🇴🇼❥━━━❥ 🇸🇺🇵🇪🇷
❤""""""""""#Aws0mE""""""""""❤ 🌷""""""""""""""#Nicee""""""""""""""""""🌷 💟""""""""""""""#Fabulse""""""""""""💟 💗#followｍe #followforfollowback ✓________________________________ ✓@mmd_sha__24_7
✓@mmd_sha__24_7
✓________________________________
✓Follow me on Instagram
✓
✓🆔 @mmd_sha__24_7
✓________________________________
✓________________________________________
✓◆━━◆♞🇬 🇦 🇷 🇴 🇩 🇦 ♞◆━━◆|✓Mmd_24_7: 😘💖😘💖#BeSt_LiKaR😘💖😘💖
❥━━━❥-🇼🇴🇼❥━━━❥ 🇸🇺🇵🇪🇷
❤""""""""""#Aws0mE""""""""""❤ 🌷""""""""""""""#Nicee""""""""""""""""""🌷 💟""""""""""""""#Fabulse""""""""""""💟 💗#followｍe #followforfollowback ✓________________________________ ✓@mmd_sha__24_7
✓@mmd_sha__24_7
✓________________________________
✓Follow me on Instagram
✓
✓🆔 @mmd_sha__24_7
✓________________________________
✓________________________________________
✓◆━━◆♞🇬 🇦 🇷 🇴 🇩 🇦 ♞◆━━◆|✓Mmd_24_7: 😘💖😘💖#BeSt_LiKaR😘💖😘💖
❥━━━❥-🇼🇴🇼❥━━━❥ 🇸🇺🇵🇪🇷
❤""""""""""#Aws0mE""""""""""❤ 🌷""""""""""""""#Nicee""""""""""""""""""🌷 💟""""""""""""""#Fabulse""""""""""""💟 💗#followｍe #followforfollowback ✓________________________________ ✓@mmd_sha__24_7
✓@mmd_sha__24_7
✓________________________________
✓Follow me on Instagram
✓
✓🆔 @mmd_sha__24_7
✓________________________________
✓________________________________________
✓◆━━◆♞🇬 🇦 🇷 🇴 🇩 🇦 ♞◆━━◆|bot hard borthars ❤️👌|1 NO|👌👌👌👌👌👌👌👌|👍👍👍👍👍👍👍👍|Mast 😍😍😍|🔥🔥🇮🇳🇮🇳🔥🔥|👌👌👌👌👌👍👍👍👍 nice video  bhai",165
