SeqNo,text,hashtags,comments,likes
38,38,"On episode 31 of the ""Stop, Collaborate & Listen"" Podcast, @clairewassermanxo and @ashleyllouise, co founders of @ladiesgetpaid joined me to talk about:⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
- Why getting sued by men’s rights “activists” was the best thing that could have happened to Ladies Get Paid⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
- How they collaborate with their workshop instructors, event venues, and community⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
- Creating highly successful and profitable brand partnerships through leveraging relationships, knowing what value they bring to a collaboration, and killing it on the execution⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
Listen to episode 31 at the link in my bio!⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
#collaborationIRL #brandcollaboration #womenentrepreneur #partnerships #collaboration #stopcollaborateandlistenpodcast #partnershipmarketing #collaborationmarketing #ladiesgetpaid #ladiesgetsued #fuckthewagegap #wagegap #genderwagegap #getpaid #salarynegotiation",wagegap,|I love this episode!,14
39,39,"Girls Who Code in their own words📢Our girls prepared messages to share for the #marchforsisterhood this week. We helped them think critically about issues that directly affect their lives. Our students have a tendency to throw out broad sweeping issues that they have heard about it the news like “climate change”, “racism” and “bullying” when they are asked what they care about. We are challenging them to think critically about how they are directly affected and to use their knowledge of computer science to make an impact.",wagegap,|love it👏🏻👏🏻great work girls keep it coming♥️|#code #girlswhocode #girlpower #businesswoman #builtbygirls  #stem #womenwhocode #womeninstem #tech #inspo  #education #womeninbusiness #womensempowerment #entrepreneur #boss  #selfemployment #entrepreneur #work #ladiesgetpaid #payequity #wagegap #dayofthegirl #studentactivism|I March for Zero Black Stereotypes! 👏🏾👏🏾👏🏾|@chloetaylortech 🙌 #womenintech,61
40,40,"My latest for @newsweek ... It’s not just about @ocasio2018 or a haircut: the American system is truly designed to bleed women dry in every way, from the #wagegap, to gender-based pricing (aka #pinktax) to the damn #tampontax! In this op-ed, I point to solutions, including the legal fight @periodequity x @lola are forging via #taxfreeperiod. #menstrualequity #periodsgonepublic #InternationalDayOfTheGirl",wagegap,|You are on fire!!! 🔥 Keep on the incredible work @jenniferweisswolf ❤️|👊🏻💜|Its like wow Thanks for pointing this out guys 💪|I'm enraged by our expensive haircuts too lop my boyfriend gets his cut for 15 bucks|Lol wtf😂😂😂,86
41,41,"I’m on my way to #MARCHFORSISTERHOOD ✊🏾👩🏾‍💻 Today is the #dayofthegirl, and I am marching in solidarity with thousands of Girls Who Code around the country. I have chosen to march for pay equality. It is disheartening to know that the girls we are preparing for tech careers will be underpaid when they reach the workforce, among many other types of discrimination they will face. This MUST change. This digital march is an important step in raising awareness for women and girl’s rights around the world, and I am proud to be a part of it. If you are tired of hearing about equality for women then, *imagine how tired we are*, we won’t stop until every girl lives in a world where she can learn, grow and thrive in every way 📢 @girlswhocode",wagegap,|#code #girlswhocode #girlpower #businesswoman #builtbygirls  #stem #womenwhocode #womeninstem #tech #inspo  #education #womeninbusiness #womensempowerment #entrepreneur #boss  #selfemployment #entrepreneur #work #ladiesgetpaid #payequity #wagegap #dayofthegirl #bravenotperfect|💛💛💛 We love you|👍👍,106
42,42,"Andrew Scheer is an imposter... but all conservative politics are a smokescreen to convince you that individual freedom, neoliberalism, hard work and the American Dream, are all righteous political values representing blue collar Canadians and Americans. They’re not. They’re a patchwork political framework that is funded by the right to keep wealthy folks rich. They don’t give a f*** about workers. They care that people are born, uneducated, work tactile jobs, and do menial work for low pay while they soak up every cent of profit that you create. That’s right wing politics. Never forghetti.. #socialist #marx #marxism #communismmemes #leftmemes #money #prageru #politicalmemes #helpeachother #eattherich #kapital #leftistmemes #leftistmemes #climatechange #climatestrike #investor #socialistmemes #climatedenial #savetheearth #ecologicalcollapse #wagegap #incomeinequality #wagewar #productivity #payme #berniesanders #warren #wealthgap #taxtherich #climateignorance #austerity",wagegap,"|Good grief.|Conservatives treat their base like mushrooms, they think people are dumb enough to buy into their weak smear campaign.  SNC Lavy again?  You know they never pick on Stantec like this, ever wonder why?  Brown face scandal?, sure, but next time make the timing a little more obvious.  Also to be a hate crime or racist, there has to be a hate element, stupids don't count.  But you know what we did notice, and what did matter?  You dont like gender/sex differences, and you think white is ""superior or right""  buddy, you don't deserve to represent a truck stop, let alone this country",32
43,43,For when you step into the 🥊 ring to fight for fair & equal wages. ⚡️⚡️⚡️,wagegap,|#equalpay #NoCeilings #paygap #wagegap #womensupportingwomen #demandmore #equalpayforequalwork #leadership #boxingshoes #beads #miyukibeads #art #artist #womanartist #womeninthearts #manhattan #nyc #newwork #inthestudio #studio #beading #wearableart #shoes #woman #nycart #nycartist #pussygetspaid|#payday #meow|These came out nicely 🙌|Love this!!!|Wow they’re amazing 🤩 I can just imagine you placing each little bead in its row|😻😻|😻😻|Hell yesssss!|🔥🙌🏽🔥|💛✨|Wowwww!!!❤️❤️|👏👏😍,81
44,44,"Hanging with @trianglewistem .
.
We’re still not there on women in STEM or closing the wage gap.  We as a society and a world can do better. .
.
#triwistem #ilooklikeanengineer #womenempowerment #women #womeninengineering #engineer #wagegap #stem #womeninstem",wagegap,"|I'll be a house husband... find me a stick figure woman to love. I dont want to work, traffic is awful.",7
45,45,"Trump reduced corporate tax rates from 35% to 21% in 2017. Meanwhile, modest estimates place corporate welfare in 2018 around 50 billion NOT including tax breaks. As long as capitalism lingers, we need big business to pay their fair share. Clap that like button’s cheeks for me please and thanks☝🏼☝🏼☝🏼☝🏼☝🏼☝🏼☝🏼☝🏼 #socialist #marx #marxism #communismmemes #leftmemes #money #prageru #politicalmemes #helpeachother #eattherich #kapital #leftistmemes #leftistmemes #climatechange #climatestrike #investor #socialistmemes #climatedenial #savetheearth #ecologicalcollapse #wagegap #incomeinequality #wagewar #productivity #payme #berniesanders #warren #wealthgap #taxtherich #climateignorance #austerity",wagegap,"|Sugar baby should DM me asap, from USA and Canada only...$1000 weekly allowance..+16282222350..scam will be block instantly",73
46,46,"-Lila🌼💛
•
•
•
#feminism #feminist #equality #blm #lgbtq+ #safespace #pride #equalpay #mybodymychoice #prochoice #snowflake #support #reproductiverights #savethebees #scienceisreal  #asexual #bisexual #pansexual #wagegap #abortion #loveislove #gayagenda #fem #gay #trans",wagegap,|NUDITY|Try not shaving your legs. Works like a charm,709
47,47,"Teach girls they are complete without an s/o. They’re not looking for an “other half.” 💞
•
•
•
•
#womensrights #equalrights #humanrights #feminist #feminism #equality #womensmarch #womensday #womenshistorymonth #activism #activist #womenempowerment #girlpower #queerwomen #queerwoc #woc #blackgirls #blackwomen #girlslikegirls #michelleobama #hillaryclinton #selflove #womensupportingwomen #loveyouself #wagegap #thispussygrabsback #prochoice #sexism #fucksexism #strongwomen",wagegap,|😍😍,53
48,48,"Imagine having your value or ability to meet your needs tied to your productivity or ability to perform work. Now imagine not having the privilege of waking up sick, older, or with disability. That’s what unregulated capitalism is. It regards people based on how useful they are in keeping the cogs turning. #socialist #marx #marxism #communismmemes #leftmemes #money #prageru #politicalmemes #helpeachother #eattherich #kapital #leftistmemes #leftistmemes #climatechange #climatestrike #investor #socialistmemes #climatedenial #savetheearth #ecologicalcollapse #wagegap #incomeinequality #wagewar #productivity #payme #berniesanders #warren #wealthgap #taxtherich #climateignorance #austerity",wagegap,|Amazing post! 😍 Shoot me a message and lets collab!,100
49,49,"STOP letting your friends tell you that working a 9-5 is a bad idea and that the only way for you to truly be happy and own your time is to become an entrepreneur.⁣⠀
⁣⠀
YOU CAN have a career that’s aligned with your purpose, pays you well AND enjoy perks like working from home and a flex schedule.⁣⠀
⁣⠀
It's damn near 2020, girl. Those lies about what you can and cannot have in your career are old-fashioned and dead WRONG.⁣⠀
⁣⠀
The fact that you haven't found your dream career yet doesn't mean it doesn't exist. It just means you haven't had your career breakthrough yet.⁣⠀
⁣⁣⠀
There are game-changing career opportunities within your reach and when you position yourself correctly, you won't even have to look for them... They'll find you!⁣ #clientwins⁣⠀
⁣⠀
What's the 1 thing you think could be holding you back from landing your dream job?⁣⠀
⁣⠀
⁣⠀
⁣⠀
#yourcareergirl #ladybosses #businessgirl #womeninbusinessrock #careeradvice #womeninbusiness #blackcareerwomen #careergoals #careerchange #womenintech #womenintechnology #blacktech #blackcreatives #afrotech #wagegap",wagegap,"|I know that’s right 👏🏽👏🏽👏🏽👏🏽|Yessss🙌🏽🙌🏽🙌🏽|Omg yes to all of this👏🏾👏🏾|👏🏽👏🏽👏🏽👏🏽👏🏽Yesssss|Yessssss👏👏|👏🏽👏🏽❤️|100% the truth.|Wow. You're page is an inspiration🙌🏽. I currently want to change careers to have work life balance and get Paid. I hope I choose the right career switch that will lead to it.😕|👏🏾👏🏾Yes!|I'm still applying to get a for a job of 9-5,mine is 7-7😭😭😭😭😭 please help!!!|The caption! ❤️😍🙌🏻|Do you really want a reliable broker where you can trade without any loss? Stop wasting your resources and time on fake website when you can easily make up to $50,620  weekly, invest with @alexander_farmerbitcoin and see how transparent he is, I never believe I could ever make withdrawal due to my previous experience. All thanks to this great manager who helped me when I thought all hope was lost, you too can join this great winning team by contacting @alexander_farmerbitcoin",710
