SeqNo,text,hashtags,comments,likes
154,154,"99% cases of sexual assaults go unreported, govt data shows

Source https://www.livemint.com/Politics/AV3sIKoEBAGZozALMX8THK/99-cases-of-sexual-assaults-go-unreported-govt-data-shows.html

#sexualharassment #reportingcrimes #crimesinindia #indianwomen #livinginfear #representationmatters #poc #feministwomen #feminisminindia #theirrelevantproject #weunlearn",everydaysexism,|#genderequalityforall #blacklivesmatter #representationmatters #poc #stereotypes #genderneutralparenting #genderstereotypes #genderbias #childrengames #illustrationartists #sexism #everydaysexism #feministmedia #feminisminindia #unlearnandrelearn #parentinghacks #raisekindkids|Why would someone want to go through the ordeal of reporting when it's such a gut wrenching process?,393
155,155,"Quoting @/ Urfeministboss on twitter! Go follow her account, she’s great. Mansplainers coming in my comments in 3...2...1...
•
#Feminist #feminismquotes #feministart #twitter #mansplaining #sexism #everydaysexism",everydaysexism,"|#arts #artoftheday #artlovers #artistic #artworks #sketch #doodle #vector #adobeillustrator #illo #drawing #digitalart #art #artwork #artsy #artistsoninstagram #digitalpainting #digitalartist #illustrationartists #inktober #inktober2019 #womeninillustration #womenofillustration|Aw you’ve done all 3 of my fave feminists 💕|K|I love her so much 💞|Second time today I recognized the person before reading the caption. Nice work|hahaha you really captured that exhausted feminist shoulder ache 😭|Love this!!|🔥❤️|If a man tells you to jump off a cliff, will you do it? Obviously no, so just don’t listen to them🙄 Women are not victims, and if y’all wanna be then that’s your choice, but not me.",386
156,156,You shouldn’t need an excuse to stand up for yourself- but if you’re like me... it definitely helps.,everydaysexism,|#shoutingaboutthesilence #womensupportingwomen #womensrights #womensissues #womenempowerment #equality #equalitycantwait #genderissues #feministquotes #feministquote #feministblog #feministpodcast #feminist #feminism #feminismo #podcaster #inspiringwomen #inspiringquote #everydaysexism #empoweredwomen #empoweringwomen|Yes indeed!|What if it has nothing to do with her gender?|I will forever be thankful to @investor_brian__fxt who showed me the light with his strategy that earns me a very cool profit weekly. I recommend him to anyone interested in trading Bitcoin mining. You can connect him @investor_brian__fxt,46
157,157,"⁣
“Standing behind predators makes prey of us all.” DaShanne Stokes⁣
⁣
“Well, when she dresses like that, she’s asking for it!”⁣⁣
⁣⁣
You’re right - she IS indeed asking for it! Every single time! ⁣Guaranteed! ⁣⁣
She’s asking for it when: ⁣⁣
- she’s dressed in “revealing” clothing;⁣⁣
- she’s wearing her hair loose and bouncy, her red lipstick bright across her lips;⁣⁣
- she’s worked for years trying to make a career for herself and is in a meeting with her superior hoping for her next big break;⁣⁣
- she’s sitting at her desk, minding her own business, and gets called in to the office for a “chat”;⁣⁣
- she returns a smile to someone across the room, while sitting with friends at the bar;⁣⁣
- she owns the dance floor when she’s on it, her body one with the music; ⁣⁣
- she kisses someone after the first/second/seventh date; ⁣⁣
- she walks home alone after work;⁣⁣
- she paints her nails with a special nail polish that helps determine if her drink has been spiked;⁣⁣
- she’s home with an acquaintance / a new partner / a long-time spouse; ⁣⁣
- she walks down the street, goes to the gym, goes for a coffee, does her grocery shopping, goes to the beach, plays sport, stands still, walks fast, when she’s alone, when she’s with friends, in the morning, at night. ⁣⁣
⁣⁣
Every single time she is absolutely asking for it! Without fail. Guaranteed. ⁣⁣
⁣⁣
What she’s asking for, though, is not what we are told! What she’s asking for are not the outcomes steeped in the rhetoric of a patriarchal and archaic system - with its outdated and misogynistic views. ⁣⁣
⁣⁣
Continued in comments...or through link in bio.",everydaysexism,"|(... continued 1) ⁣
⁣
What she IS asking for is to have the safety and freedom to go about her life without the threat that she will be verbally, physically, emotionally or sexually harassed and abused in some way. ⁣
⁣
She IS asking to be taken seriously for being intelligent, strong, capable and talented.⁣
⁣
She IS asking to be seen for more than her body parts, more than a sexual object, more than a thing. ⁣
⁣
She IS asking for the simple respect that should come with her being a human being. ⁣
⁣
Women have to work so hard for all these things, because they are *still* not a given. Indeed, they’re often blatantly withheld from them, violently denied and murderously extinguished. ⁣
⁣
To be clear: ⁣
⁣
Women are not asking to live their life wondering if what they’re wearing will be considered the “wrong thing” in a court of law. ⁣
⁣
They’re not asking to walk home at night tightly clutching pepper spray or fashioning car keys into weapons between their fingers. ⁣
⁣
They’re not asking to be catcalled, felt up, harassed, followed home, stalked, threatened, abused, raped, murdered. ⁣
⁣
They’re not asking to be called liars because it can take years to find the courage to call out their harasser.|(... continued 2) ⁣
⁣
Maybe it’s time we stop blaming the women of the world; as though they are to blame for not behaving in the ways that would keep them safe. Let’s stop pointing the finger at them each and every time they are harassed, raped and murdered simply for risking to walk out of their front door - and, often, not even having to do that! ⁣
⁣
Disgraced “comedian” Louis C. K. once did a stand up about how unsafe women are in the world (and should expect to be unsafe), simply for the fact that they are women. He said that it was a given that women would be harassed because they are women. And he laughed and laughed! I did not. I found it disgusting, degrading and extremely non-humorous. That’s a vile view to hold of women. ⁣
⁣
We need to continue to shine light on the system that propagates its misogynistic views and supports the violence and violations against women. ⁣
⁣
We ARE asking for it. We are asking for respect and the right to live a life of safety and freedom that is not only our human right, but our very birth right! ⁣|....................................
#metoo
#yesallwomen
#fem2
#timesup
#womensreality
#imwithher
#everydaysexism
#nomore
#nomoore
#tothegirls
#heforshe",50
158,158,"You have been sent HERE for failing to:⁣
⁣
A. (swipe) CORRECTLY identify the parts of the uterus, & their functions. ⁣
⁣
B. (swipe) DO NOT KNOW THE DIFFERENCE BETWEEN: ⁣
• an embryo⁣
• a fetus⁣
• a baby ⁣
⁣
C. You’re being an asshole. ⁣
⁣
D. All of the above. ⁣
⁣
But IDGAFT which one, you must take a 5 question / 7 min quiz to return to commenting on this account. Hint: material is on slides 2. & 3. ⁣
⁣
- The Misogyneaters. 👅#S4ER⁣",everydaysexism,"|#democratsfortrump 
#trump2020
#republicansagainsttrump 
#mybodymychoice  #smashthepatriarchy #fuckthepatriarchy #mybodymyrules #womennasty #everydaysexism ⁣
#reproductiverights #abortionrights #reproductivejustice #reporights⁣
#istandwithpp #roevwade #abortionpositive #stopthebans #mybodymyrules #abortionaccess #stopthesham #abortionishealthcare #femininerising #istandwithyou #abortionismurder⁣
#alabamaabortionban #feministfightclub #feministasfuck #whiteprivilegeisreal #allinthistogether|@moonlightandmagic just send them HERE! Tutoring available? 😉|😂😂😂",62
159,159,Damn straight!,everydaysexism,|#feminism #feminist #women #womenempowerment #equality #feministaf #femimistasfuck #activism #activist #empowerment #intersectionalfeminism #equalrights #womensupportingwomen #fuckthepatriarchy #smashthepatriarchy #tothegirls #womensreality #everydaysexism|Thats funny heuheueheueu,76
160,160,"Aleigh, 15, a sophomore at Dardanelle High School in Dardanelle, Arkansas, was disciplined with 2 days of detention because of this outfit: leggings & a long, baggy sweatshirt. Her school's dress code says, ""Spandex or form-fitting clothes is [sic] not allowed without a long shirt that covers the buttocks."" As you can see, Aleigh in fact conformed to the dress code. ""I was told my clothes were a distraction & was offered a baggy pair of sweatpants to wear as an alternative,"" she told me. ""I chose to refuse the pants & contacted a parent instead because I felt that their big baggy pants would have been way more of a distraction than my original outfit ever was. I believe the school makes us wear their baggy pants as a form of punishment through embarrassment. This made me so angry. I was pulled out of school and sexualized for absolutely no reason."" Yet because Aleigh is the school's majorette in the band, and performed at a half-time show the next night, she had to wear a costume that in fact was more revealing than her leggings were. *** Photos used with permission. Thank you to @ashleyfrancis84. *** Being #dresscoded (policed, judged, shamed over your clothing) affects nearly all girls & women at some point. *** Message or email me (leoratan@yahoo.com) if you want to participate in this project. *** #leggings #leggingslove  #majorette  #shortskirts #letgirlslearn #fingertiprule #doublestandard #activist #activism #feministactivism #teenfeminism #bodypride #womensempowerment #girlpower #confidence #iamnotadistraction #slutshamingiswrong #notaskingforit #feminism #feminist #sexism #slutbashing #everydaysexism #schooldresscode #dresscode #beingdresscoded #stoprape #rapeculture #leoratanenbaum",everydaysexism,"|This is utterly infuriating|Makes me pissed|It makes sense when you know it’s not about clothes, it’s about controlling girls and women through harassment and intimidation. ARGH.|The third photo proves what dresscoding is all about.  Thank you for continuing to point these instances out!",45
161,161,"Women are not rehabilitation centers for insecure & unstable men. #youdeservethebest, @angryblackwoMom",everydaysexism,"|#S4ER #ibelieveher #feministasfuck #feministandproud #feministaf #endrapeculture #fuckthepatriarchy #sheroes #womensmovement⁣
#istandwithyou #allinthistogether ⁣
#everydaysexism #metoomovement #rapecultureisreal #thisisnotconsent ⁣
#nomeansno #endrapeculture #supportsurvivors #sexualharrassment #sexualassaultawareness #endsexualviolence #endvictimblaming ⁣
#feministmovement #believewomen #timesup #womenandgirls #believesurvivors #blackfeminist|Amen my beautiful sister",32
162,162,"There’s no better time than now to take control of your career 🌟 #UnderstandDareThrive

Image credit: @britandco

#everydaysexism #womeninbusiness #genderbias #womensuppportwomen #ambitiouswomen #coaching #newbook #newauthor #equality #successfulwomen #careeradvice #Wednesdaywisdom #midweekmotivation #confidence #empowerment",everydaysexism,|❤️,19
163,163,"I am so excited to share with you that Daje Morris is joining the cast of “Webs”. Daje is an amazing poet and musician. Daje takes joy in exposing beauty in all of its messy and inarticulate forms. This is a great cast y’all. Come see the show in Knoxville, Asheville, Johnson City or Swannanoa. Or have us come to your town. Info and ticket link in bio.
^^^^^^^ #webscircus #spokenword #findingjoy #circuseverydamnday #metoo #metoomovement #circusstrong #circusartists #dragonflyaerialarts #knoxville #knoxvilleart #everydaysexism #everydaysexismproject #helpmateasheville #ourvoiceasheville #empyreanarts #warrenwilsoncollege #asheville #ashevilleartscene #artsatetsu #azureaerialarts #nightowlcircusarts #swannanoa #ashevilleaerialarts #ashevillecircus #necca_circus @airylaura @megangendell @daje.x  @itzkatitz",everydaysexism,|💕🙌🏽💕🙌🏽💕,30
164,164,"Sveip⏩Innsendt fra følger. Det gleder oss at vi inspirerer og styrker!👏 Vi skal nemlig ikke måtte finne oss i den manglende respekten, sexismen og undertrykkingen som er helt dagligdags. Selvom det er vanlig betyr det ikke at det er greit! Selvom hun så hadde stått naken hadde ikke dette vært en innafor kommentar! Innsender legger til at hun hadde i profilteksten ""Er ute etter noe seriøst - fuckboys sveip videre!"" og uansett om begge kun er ute etter sex bør man allikevel respektere den man vil ligge med, som et menneske og ikke bare et objekt. Gutten får svar på tiltale! Legg merke til at denne Marius ikke bryr seg om hva innsender vil, men durer på med hva han vil - _på bekostning av å undertrykke henne og redusere hun til et objekt_. Det er også ganske trist at jenter må minne menn på at de har en mor eller søster de sannsynligvis respekterer, og at ""normen"" blandt mange menn i samfunnet er at de ikke respekterer kvinner som kjønn, kun sine nærmeste. Da har man ikke et greit kvinnesyn selvom enkelte av de liker å skryte på facebook 8 mars av at de har det! 🙄 Har du historier å dele? Send inn så vi kan dele anonymt for å gi folk innsikt i hvordan det er å være kvinne i dag!  #whyweneedfeminism #stories #tinder #tindermareritt #fuckboy #respektløs #sexist #seksuelltrakassering #dating #villebarepratelitt #tindernightmares #meldinger #endsexism #sexisme #feminisme #feminist #idiot #instastories #insta #hverdagssexisme #seksualundervisning #metoo #everydaysexismproject #everydaysexism #victimblaming #shittorskarsays #sjekketriks #onenightstand #jodel #jodelnorge",everydaysexism,"|Og nei vi sensurerer ikke navn og bilde på menn med dårlig kvinnesyn, fint å la alle se hvem de er 🙃|Marius er en dust 🧐|❤️|Klovn🤡🤡🤡|Jævla troll",155
